1765976261163935,0,0.62983,0.62983,0.62983,0.62983,54.1654,0,54.1654,0,54.1654,0,54.1654,0
1765976261169097,0,0.629831,0.629831,0.629831,0.629831,54.1654,0,54.1654,0,54.1654,0,54.1654,0
1765976261173997,0,0.629831,0.629831,0.629831,0.629831,54.1655,0,54.1655,0,54.1655,0,54.1655,0
1765976261179020,0,0.629831,0.629831,0.629831,0.629831,54.1655,0,54.1655,0,54.1655,0,54.1655,0
1765976261184009,0,0.628836,0.628836,0.628836,0.628836,54.0799,0,54.0799,0,54.0799,0,54.0799,0
1765976261189063,0,0.628835,0.628835,0.628835,0.628835,54.0798,0,54.0798,0,54.0798,0,54.0798,0
1765976261194030,0,0.628833,0.628833,0.628833,0.628833,54.0797,0,54.0797,0,54.0797,0,54.0797,0
1765976261199029,0,0.628832,0.628832,0.628832,0.628832,54.0795,0,54.0795,0,54.0795,0,54.0795,0
1765976261204088,0,0.628019,0.628019,0.628019,0.628019,54.0096,0,54.0096,0,54.0096,0,54.0096,0
1765976261209026,0,0.628016,0.628016,0.628016,0.628016,54.0094,0,54.0094,0,54.0094,0,54.0094,0
1765976261214030,0,0.628013,0.628013,0.628013,0.628013,54.0091,0,54.0091,0,54.0091,0,54.0091,0
1765976261219060,0,0.628009,0.628009,0.628009,0.628009,54.0088,0,54.0088,0,54.0088,0,54.0088,0
1765976261224025,0,0.628019,0.628019,0.628019,0.628019,54.0096,0,54.0096,0,54.0096,0,54.0096,0
1765976261228915,0,0.628018,0.628018,0.628018,0.628018,54.0095,0,54.0095,0,54.0095,0,54.0095,0
1765976261234067,0,0.628017,0.628017,0.628017,0.628017,54.0095,0,54.0095,0,54.0095,0,54.0095,0
1765976261238973,0,0.628016,0.628016,0.628016,0.628016,54.0094,0,54.0094,0,54.0094,0,54.0094,0
1765976261244025,0,0.628693,0.628693,0.628693,0.628693,54.0676,0,54.0676,0,54.0676,0,54.0676,0
1765976261248937,0,0.628694,0.628694,0.628694,0.628694,54.0677,0,54.0677,0,54.0677,0,54.0677,0
1765976261253945,0,0.628695,0.628695,0.628695,0.628695,54.0678,0,54.0678,0,54.0678,0,54.0678,0
1765976261258937,0,0.628697,0.628697,0.628697,0.628697,54.0679,0,54.0679,0,54.0679,0,54.0679,0
1765976261263894,0,0.628698,0.628698,0.628698,0.628698,54.068,0,54.068,0,54.068,0,54.068,0
1765976261268873,0,0.630859,0.630859,0.630859,0.630859,54.2539,0,54.2539,0,54.2539,0,54.2539,0
1765976261273874,0,0.630862,0.630862,0.630862,0.630862,54.2541,0,54.2541,0,54.2541,0,54.2541,0
1765976261278889,0,0.630865,0.630865,0.630865,0.630865,54.2544,0,54.2544,0,54.2544,0,54.2544,0
1765976261283867,0,0.630867,0.630867,0.630867,0.630867,54.2546,0,54.2546,0,54.2546,0,54.2546,0
1765976261288889,0,0.633629,0.633629,0.633629,0.633629,54.4921,0,54.4921,0,54.4921,0,54.4921,0
1765976261293887,0,0.633632,0.633632,0.633632,0.633632,54.4923,0,54.4923,0,54.4923,0,54.4923,0
1765976261298881,0,0.633634,0.633634,0.633634,0.633634,54.4925,0,54.4925,0,54.4925,0,54.4925,0
1765976261303843,0,0.633636,0.633636,0.633636,0.633636,54.4927,0,54.4927,0,54.4927,0,54.4927,0
1765976261308883,0,0.635436,0.635436,0.635436,0.635436,54.6475,0,54.6475,0,54.6475,0,54.6475,0
1765976261313887,0,0.635437,0.635437,0.635437,0.635437,54.6476,0,54.6476,0,54.6476,0,54.6476,0
1765976261318912,0,0.635438,0.635438,0.635438,0.635438,54.6477,0,54.6477,0,54.6477,0,54.6477,0
1765976261323896,0,0.63547,0.63547,0.63547,0.63547,54.6504,0,54.6504,0,54.6504,0,54.6504,0
1765976261328885,0,0.635471,0.635471,0.635471,0.635471,54.6505,0,54.6505,0,54.6505,0,54.6505,0
1765976261333888,0,0.635471,0.635471,0.635471,0.635471,54.6505,0,54.6505,0,54.6505,0,54.6505,0
1765976261338903,0,0.635472,0.635472,0.635472,0.635472,54.6506,0,54.6506,0,54.6506,0,54.6506,0
1765976261343873,0,0.635472,0.635472,0.635472,0.635472,54.6506,0,54.6506,0,54.6506,0,54.6506,0
1765976261348865,0,0.633448,0.633448,0.633448,0.633448,54.4765,0,54.4765,0,54.4765,0,54.4765,0
1765976261353865,0,0.633447,0.633447,0.633447,0.633447,54.4764,0,54.4764,0,54.4764,0,54.4764,0
1765976261358876,0,0.633446,0.633446,0.633446,0.633446,54.4764,0,54.4764,0,54.4764,0,54.4764,0
1765976261363909,0,0.633446,0.633446,0.633446,0.633446,54.4763,0,54.4763,0,54.4763,0,54.4763,0
1765976261368892,0,0.630238,0.630238,0.630238,0.630238,54.2005,0,54.2005,0,54.2005,0,54.2005,0
1765976261373874,0,0.630236,0.630236,0.630236,0.630236,54.2003,0,54.2003,0,54.2003,0,54.2003,0
1765976261378875,0,0.630234,0.630234,0.630234,0.630234,54.2001,0,54.2001,0,54.2001,0,54.2001,0
1765976261383863,0,0.630232,0.630232,0.630232,0.630232,54.1999,0,54.1999,0,54.1999,0,54.1999,0
1765976261388874,0,0.627578,0.627578,0.627578,0.627578,53.9717,0,53.9717,0,53.9717,0,53.9717,0
1765976261393867,0,0.627576,0.627576,0.627576,0.627576,53.9715,0,53.9715,0,53.9715,0,53.9715,0
1765976261398876,0,0.627574,0.627574,0.627574,0.627574,53.9714,0,53.9714,0,53.9714,0,53.9714,0
1765976261403900,0,0.627572,0.627572,0.627572,0.627572,53.9712,0,53.9712,0,53.9712,0,53.9712,0
1765976261408883,0,0.626322,0.626322,0.626322,0.626322,53.8637,0,53.8637,0,53.8637,0,53.8637,0
1765976261413885,0,0.626321,0.626321,0.626321,0.626321,53.8636,0,53.8636,0,53.8636,0,53.8636,0
1765976261418900,0,0.626321,0.626321,0.626321,0.626321,53.8636,0,53.8636,0,53.8636,0,53.8636,0
1765976261423867,0,0.62632,0.62632,0.62632,0.62632,53.8636,0,53.8636,0,53.8636,0,53.8636,0
1765976261428864,0,0.62707,0.62707,0.62707,0.62707,53.928,0,53.928,0,53.928,0,53.928,0
1765976261433873,0,0.627071,0.627071,0.627071,0.627071,53.9281,0,53.9281,0,53.9281,0,53.9281,0
1765976261438867,0,0.627071,0.627071,0.627071,0.627071,53.9281,0,53.9281,0,53.9281,0,53.9281,0
1765976261443881,0,0.627072,0.627072,0.627072,0.627072,53.9282,0,53.9282,0,53.9282,0,53.9282,0
1765976261448907,0,0.629521,0.629521,0.629521,0.629521,54.1388,0,54.1388,0,54.1388,0,54.1388,0
1765976261453918,0,0.629523,0.629523,0.629523,0.629523,54.139,0,54.139,0,54.139,0,54.139,0
1765976261458879,0,0.629524,0.629524,0.629524,0.629524,54.1391,0,54.1391,0,54.1391,0,54.1391,0
1765976261463880,0,0.629526,0.629526,0.629526,0.629526,54.1393,0,54.1393,0,54.1393,0,54.1393,0
1765976261468872,0,0.632136,0.632136,0.632136,0.632136,54.3637,0,54.3637,0,54.3637,0,54.3637,0
1765976261473885,0,0.632137,0.632137,0.632137,0.632137,54.3638,0,54.3638,0,54.3638,0,54.3638,0
1765976261478875,0,0.632138,0.632138,0.632138,0.632138,54.3639,0,54.3639,0,54.3639,0,54.3639,0
1765976261483908,0,0.632139,0.632139,0.632139,0.632139,54.364,0,54.364,0,54.364,0,54.364,0
1765976261488888,0,0.633647,0.633647,0.633647,0.633647,54.4936,0,54.4936,0,54.4936,0,54.4936,0
1765976261493867,0,0.633647,0.633647,0.633647,0.633647,54.4936,0,54.4936,0,54.4936,0,54.4936,0
1765976261498874,0,0.633647,0.633647,0.633647,0.633647,54.4936,0,54.4936,0,54.4936,0,54.4936,0
1765976261503886,0,0.633647,0.633647,0.633647,0.633647,54.4936,0,54.4936,0,54.4936,0,54.4936,0
1765976261508883,0,0.633755,0.633755,0.633755,0.633755,54.5029,0,54.5029,0,54.5029,0,54.5029,0
1765976261513885,0,0.633755,0.633755,0.633755,0.633755,54.5029,0,54.5029,0,54.5029,0,54.5029,0
1765976261518904,0,0.633755,0.633755,0.633755,0.633755,54.5029,0,54.5029,0,54.5029,0,54.5029,0
1765976261523875,0,0.633755,0.633755,0.633755,0.633755,54.5029,0,54.5029,0,54.5029,0,54.5029,0
1765976261528877,0,0.632617,0.632617,0.632617,0.632617,54.405,0,54.405,0,54.405,0,54.405,0
1765976261533873,0,0.632617,0.632617,0.632617,0.632617,54.4051,0,54.4051,0,54.4051,0,54.4051,0
