1765976261170576,0,-4,1.5,-1.64,1,0,0,0,-4,1.5,-1.63996,1,0,0,0,0,0,-0.000463064,0,0,0,0,0.629831,0.629831,0.629831,0.629831,54.1654,0,54.1654,0,54.1654,0,54.1654,0,1.59995,1.59946,-0.0251347,0.0138535,0,0,-9.77962,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.396687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,-6.00793e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261170576,0,-4,1.5,-1.64,1,0,0,0,-4,1.5,-1.63996,1,0,0,0,0,0,-0.000463064,0,0,0,0,0.629831,0.629831,0.629831,0.629831,54.1654,0,54.1654,0,54.1654,0,54.1654,0,1.59995,1.59946,-0.0251347,0.0138535,0,0,-9.77962,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.396687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,-6.00793e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261180595,0,-4,1.5,-1.64001,1,0,0,0,-4,1.5,-1.63997,1,0,0,0,0,0,-0.000594916,0,0,0,0,0.629831,0.629831,0.629831,0.629831,54.1655,0,54.1655,0,54.1655,0,54.1655,0,1.59995,1.59946,-0.0251347,0.0138535,0,0,-9.77965,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.396688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261180595,0,-4,1.5,-1.64001,1,0,0,0,-4,1.5,-1.63997,1,0,0,0,0,0,-0.000594916,0,0,0,0,0.629831,0.629831,0.629831,0.629831,54.1655,0,54.1655,0,54.1655,0,54.1655,0,1.59995,1.59946,-0.0251347,0.0138535,0,0,-9.77965,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.396688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261190639,0,-4,1.5,-1.64002,1,0,0,0,-4,1.5,-1.63998,1,0,0,0,2.37374e-05,0,-0.000652779,0,0,0,0,0.628835,0.628835,0.628835,0.628835,54.0798,0,54.0798,0,54.0798,0,54.0798,0,1.59998,1.60199,0.126096,0.0187601,0,0,-9.74879,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.395433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261190639,0,-4,1.5,-1.64002,1,0,0,0,-4,1.5,-1.63998,1,0,0,0,2.37374e-05,0,-0.000652779,0,0,0,0,0.628835,0.628835,0.628835,0.628835,54.0798,0,54.0798,0,54.0798,0,54.0798,0,1.59998,1.60199,0.126096,0.0187601,0,0,-9.74879,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.395433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261200667,0,-4,1.5,-1.64003,1,0,0,0,-4,1.5,-1.63998,1,0,0,0,-2.37753e-05,1.18876e-05,-0.00065382,0,0,0,0,0.628832,0.628832,0.628832,0.628832,54.0795,0,54.0795,0,54.0795,0,54.0795,0,1.59998,1.60199,0.126096,0.0187601,0,0,-9.7487,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.395429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261200667,0,-4,1.5,-1.64003,1,0,0,0,-4,1.5,-1.63998,1,0,0,0,-2.37753e-05,1.18876e-05,-0.00065382,0,0,0,0,0.628832,0.628832,0.628832,0.628832,54.0795,0,54.0795,0,54.0795,0,54.0795,0,1.59998,1.60199,0.126096,0.0187601,0,0,-9.7487,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.395429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261210592,0,-4,1.5,-1.64003,1,0,0,0,-4,1.5,-1.63999,1,0,0,0,0,0,-0.000540496,0,0,0,0,0.628016,0.628016,0.628016,0.628016,54.0094,0,54.0094,0,54.0094,0,54.0094,0,1.60001,1.6041,0.105152,0.0226191,0,0,-9.72347,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.394404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
1765976261210592,0,-4,1.5,-1.64003,1,0,0,0,-4,1.5,-1.63999,1,0,0,0,0,0,-0.000540496,0,0,0,0,0.628016,0.628016,0.628016,0.628016,54.0094,0,54.0094,0,54.0094,0,54.0094,0,1.60001,1.6041,0.105152,0.0226191,0,0,-9.72347,0,0,0,0,0,0,0.707107,0,0,0.707107,0,0,0,-0.394404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384099,4.28139,0,0.855375,0,0,0.51801,-0.384099,4.28139,0,0.855375,0,0,0.51801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.928493,0.551613,-0.292872,-0.780992,0,1,0,0,0,0.551613,-0.292872,-0.780992,0,0,0,0,-4,1.5,-1.64008,0,0,0,0,0,0.000900498,0,0,0
